t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,num_trip_requests_6,num_cars_region_6,num_charging_cars_region_6,num_trip_requests_7,num_cars_region_7,num_charging_cars_region_7,num_trip_requests_8,num_cars_region_8,num_charging_cars_region_8,num_trip_requests_9,num_cars_region_9,num_charging_cars_region_9,trial
188,13.1,0.43737836503081506,0.488,0.0,0.512,9.2,6.8,5.5,0.001,0.869,0.13,0.1,16.7,0.0,0.2,14.2,0.0,2.1,20.5,0.0,3.7,0.7,0.0,1.3,0.0,0.0,0.7,0.2,0.0,1.1,1.2,0.0,0.5,0.5,0.0,2.2,0.4,0.0,1.2,0.2,0.0,4.5
189,14.1,0.4823591597866225,0.49800000000000005,0.0,0.502,9.7,6.8,4.4,0.001,0.8880000000000001,0.11100000000000002,0.5,16.4,0.0,0.7,14.4,0.0,2.0,20.5,0.0,3.2,0.7,0.0,0.8,0.0,0.0,1.0,0.4,0.0,1.7,1.0,0.0,0.4,0.3,0.0,1.6,0.5,0.0,2.2,0.2,0.0,4.5
190,13.6,0.5020014809445095,0.506,0.0,0.49400000000000005,9.6,5.9,4.9,0.001,0.907,0.092,0.1,16.4,0.0,0.8,14.3,0.0,2.1,20.0,0.0,3.3,0.3,0.0,0.7,0.1,0.0,1.2,0.5,0.0,1.0,0.9,0.0,1.1,0.6,0.0,2.3,0.3,0.0,1.0,0.1,0.0,4.5
191,16.1,0.4481067759289175,0.508,0.0,0.492,8.7,8.2,5.1,0.001,0.9269999999999999,0.072,0.0,16.7,0.0,0.6,13.9,0.0,2.5,19.7,0.0,3.4,0.2,0.0,1.3,0.3,0.0,0.7,0.5,0.0,0.6,0.9,0.0,1.1,0.6,0.0,3.5,0.5,0.0,2.4,0.2,0.0,4.5
192,13.3,0.4391357326883643,0.506,0.0,0.49400000000000005,9.2,5.4,6.8,0.001,0.9359999999999999,0.063,0.1,17.1,0.0,0.3,14.2,0.0,3.4,19.6,0.0,2.8,1.0,0.0,1.3,0.6,0.0,0.7,0.5,0.0,0.7,0.9,0.0,0.7,0.4,0.0,2.1,0.4,0.0,1.2,0.0,0.0,4.5
193,17.2,0.4969525797470687,0.5269999999999999,0.0,0.473,10.8,7.6,4.2,0.001,0.9460000000000001,0.053000000000000005,0.0,16.9,0.0,0.7,14.4,0.0,3.6,17.6,0.0,5.4,1.3,0.0,1.1,0.8,0.0,0.8,0.5,0.0,1.2,1.1,0.0,0.8,0.3,0.0,1.8,0.5,0.0,1.8,0.0,0.0,4.5
194,13.3,0.462749568255289,0.53,0.001,0.46900000000000003,9.5,5.5,5.8,0.001,0.953,0.046,0.0,17.3,0.0,0.3,14.2,0.5499999999999989,3.4,15.8,0.0,2.8,0.5,0.0,1.0,1.2,0.0,0.8,0.4,0.0,0.7,1.3,0.0,0.9,0.2,0.0,2.2,0.9,0.0,1.2,0.0,0.0,4.5
195,17.3,0.5222122450818103,0.548,0.001,0.45099999999999996,11.7,6.8,4.3,0.001,0.958,0.041,0.0,17.2,0.0,0.8,14.6,0.5499999999999989,4.0,15.4,0.0,4.0,0.7,0.0,1.1,1.2,0.0,1.0,0.6,0.0,1.5,1.4,0.0,1.1,0.1,0.0,2.4,0.7,0.0,1.4,0.0,0.0,4.5
196,16.8,0.4832022001644427,0.5519999999999999,0.001,0.44699999999999995,11.3,7.3,4.9,0.001,0.961,0.038,0.2,17.5,0.0,0.2,14.3,0.5499999999999989,3.7,12.8,0.0,4.2,1.4,0.0,1.1,1.6,0.0,0.6,0.8,0.0,0.9,1.3,0.0,1.2,0.4,0.0,3.1,0.9,0.0,1.6,0.1,0.0,4.5
197,15.3,0.571309057901163,0.571,0.0,0.429,12.7,5.2,4.7,0.001,0.9650000000000001,0.034,0.2,17.7,0.0,1.1,14.6,0.0,4.5,11.0,0.0,3.2,1.2,0.0,0.8,2.2,0.0,0.7,0.9,0.0,1.4,1.2,0.0,1.1,0.6,0.0,1.7,1.0,0.0,0.6,0.0,0.0,4.5
198,13.9,0.49911694998365486,0.564,0.001,0.43499999999999994,9.4,6.0,3.7,0.001,0.966,0.033,0.2,18.1,0.5499999999999989,0.3,13.7,0.0,3.4,8.4,0.0,3.1,0.9,0.0,1.2,2.3,0.0,0.7,0.9,0.0,0.9,1.3,0.0,0.9,0.8,0.0,2.3,0.9,0.0,0.9,0.4,0.0,4.5
199,13.8,0.6095273543660641,0.556,0.001,0.44299999999999995,11.6,4.2,4.0,0.001,0.97,0.028999999999999998,0.2,18.2,0.5499999999999989,0.5,14.4,0.0,2.4,9.0,0.0,2.9,1.3,0.0,1.5,2.4,0.0,0.6,1.0,0.0,1.0,1.1,0.0,1.0,0.6,0.0,1.8,1.2,0.0,1.9,1.0,0.0,4.5
200,15.1,0.5258312447786132,0.572,0.001,0.42700000000000005,9.9,5.8,3.6,0.001,0.9730000000000001,0.026000000000000002,0.0,18.0,0.5499999999999989,0.8,14.2,0.0,3.5,8.9,0.0,4.2,1.6,0.0,1.1,2.1,0.0,1.1,0.9,0.0,0.5,0.9,0.0,0.5,0.5,0.0,2.2,1.1,0.0,1.2,0.4,0.0,4.5
201,12.5,0.5346691547709854,0.5519999999999999,0.001,0.44699999999999995,9.4,4.7,4.2,0.001,0.974,0.025,0.1,19.1,0.5499999999999989,0.3,13.6,0.0,2.9,7.8,0.0,2.6,2.5,0.0,1.2,2.4,0.0,1.0,1.2,0.0,1.0,1.2,0.0,0.8,0.7,0.0,1.2,1.0,0.0,1.4,0.3,0.0,4.5
202,16.6,0.5424643466209602,0.5509999999999999,0.001,0.44800000000000006,11.1,6.8,3.3,0.001,0.977,0.022,0.0,19.3,0.5499999999999989,0.4,13.6,0.0,3.4,7.9,0.0,3.7,3.3,0.0,1.1,2.6,0.0,0.9,1.5,0.0,0.8,1.4,0.0,0.7,0.5,0.0,3.9,1.3,0.0,1.7,0.2,0.0,4.5
203,15.1,0.48744724017162777,0.545,0.001,0.454,10.2,6.3,5.4,0.001,0.9800000000000001,0.019,0.0,19.4,0.5499999999999989,0.6,14.2,0.0,2.8,6.7,0.0,4.2,3.2,0.0,1.2,2.6,0.0,0.7,1.6,0.0,0.6,1.6,0.0,0.9,0.6,0.0,2.1,0.3,0.0,2.0,0.4,0.0,4.5
204,16.8,0.5305215878070568,0.542,0.001,0.457,11.4,7.4,4.2,0.002,0.9789999999999999,0.019,0.0,20.0,0.5499999999999989,0.0,14.2,0.0,3.2,6.6,0.0,4.7,3.2,0.0,1.4,2.4,0.0,1.5,1.5,0.0,1.6,1.8,0.0,0.7,0.6,0.0,2.5,0.3,0.0,1.2,0.3,0.0,4.5
205,19.8,0.531440895454774,0.561,0.002,0.437,13.3,7.7,6.2,0.002,0.9810000000000001,0.017,0.0,19.7,1.0999999999999979,0.5,15.4,0.0,4.5,6.0,0.0,5.7,2.5,0.0,1.3,2.7,0.0,1.0,1.3,0.0,1.3,1.5,0.0,0.8,0.5,0.0,2.9,0.5,0.0,1.8,0.9,0.0,4.5
206,20.8,0.4927269954175255,0.5740000000000001,0.002,0.42400000000000004,13.1,9.5,5.9,0.003,0.9800000000000001,0.017,0.1,19.6,1.0999999999999979,0.3,15.7,0.0,4.8,4.3,0.0,5.0,1.9,0.0,1.5,2.4,0.0,1.1,1.4,0.0,1.4,1.3,0.0,1.3,0.8,0.0,2.9,0.3,0.0,2.4,0.5,0.0,4.5
207,19.1,0.45034427579083613,0.576,0.003,0.421,12.1,9.3,7.1,0.003,0.9810000000000001,0.016,0.0,19.7,1.549999999999999,0.1,15.8,0.0,4.7,3.7,0.0,4.7,3.0,0.0,2.1,2.3,0.0,1.7,1.7,0.0,1.1,1.3,0.0,0.4,0.3,0.0,2.4,0.1,0.0,1.9,0.2,0.0,4.5
208,18.9,0.48223001378168256,0.5589999999999999,0.003,0.438,12.5,8.9,6.8,0.004,0.9789999999999999,0.016999999999999998,0.2,20.2,1.549999999999999,0.2,16.5,0.0,5.8,3.2,0.0,4.0,1.9,0.0,1.2,2.1,0.0,0.7,1.3,0.0,1.7,1.5,0.0,0.8,1.0,0.0,2.7,0.2,0.0,1.6,0.1,0.0,4.5
209,18.5,0.455438235772618,0.5429999999999999,0.004,0.453,11.5,9.5,6.3,0.004,0.978,0.018,0.0,20.5,2.099999999999998,0.7,16.9,0.0,4.8,2.9,0.0,4.5,2.3,0.0,1.5,3.0,0.0,1.4,1.5,0.0,1.0,1.3,0.0,0.7,1.2,0.0,2.2,0.0,0.0,1.7,0.3,0.0,4.5
210,20.4,0.42838652842684244,0.5519999999999999,0.004,0.44399999999999995,12.5,10.5,6.7,0.005,0.976,0.019,0.0,21.0,2.099999999999998,0.5,16.3,0.0,4.5,2.7,0.0,5.8,1.0,0.0,1.6,2.5,0.0,1.7,2.1,0.0,0.9,1.6,0.0,0.8,1.1,0.0,3.4,0.3,0.0,1.2,0.2,0.0,4.5
211,19.5,0.40345709756193626,0.5479999999999999,0.005,0.44699999999999995,11.9,10.0,8.1,0.005,0.978,0.017,0.1,20.9,2.099999999999998,0.4,16.8,0.0,5.5,2.3,0.0,5.2,1.5,0.0,1.2,2.6,0.0,1.1,2.2,0.0,1.0,1.7,0.0,0.7,0.7,0.0,2.6,0.1,0.0,1.7,0.6,0.0,4.5
212,20.9,0.4197962947528605,0.5509999999999999,0.004,0.445,12.8,10.6,7.4,0.004,0.9789999999999999,0.016999999999999998,0.1,21.1,1.549999999999999,0.5,16.8,0.0,5.1,1.7,0.0,4.7,2.1,0.0,1.8,2.1,0.0,1.5,2.4,0.0,1.8,1.6,0.0,0.8,0.5,0.0,3.1,0.1,0.0,1.5,0.6,0.0,4.5
213,16.5,0.4001835339602339,0.5429999999999999,0.004,0.453,10.6,7.8,8.5,0.004,0.978,0.018,0.0,21.2,1.549999999999999,0.3,16.8,0.0,3.5,1.2,0.0,4.4,2.2,0.0,1.5,2.6,0.0,0.5,2.5,0.0,1.4,1.4,0.0,1.0,0.8,0.0,2.3,0.1,0.0,1.6,0.3,0.0,4.5
214,18.6,0.44237724737105977,0.538,0.004,0.458,12.0,9.8,4.6,0.004,0.977,0.019,0.2,21.3,1.549999999999999,0.5,16.8,0.0,3.8,1.5,0.0,5.7,1.8,0.0,0.9,2.7,0.0,1.0,2.6,0.0,1.0,1.8,0.0,0.7,0.4,0.0,2.5,0.0,0.0,2.3,0.3,0.0,4.5
215,21.6,0.3984572182152827,0.5389999999999999,0.004,0.457,12.0,11.9,7.5,0.004,0.976,0.02,0.1,21.2,1.549999999999999,0.7,16.6,0.0,5.5,1.7,0.0,5.1,2.5,0.0,1.0,3.3,0.0,1.1,2.6,0.0,1.2,1.8,0.0,1.3,0.7,0.0,3.2,0.1,0.0,2.4,0.2,0.0,4.5
216,20.1,0.4137813179669071,0.545,0.004,0.45099999999999996,12.9,9.2,9.9,0.005,0.974,0.021,0.1,21.6,1.549999999999999,0.7,16.1,0.0,4.7,1.6,0.0,5.1,2.2,0.0,1.5,3.5,0.0,1.5,2.9,0.0,1.3,1.9,0.0,0.9,0.4,0.0,2.4,0.0,0.0,1.9,0.0,0.0,4.5
217,21.6,0.45409810097310094,0.5509999999999999,0.005,0.44399999999999995,13.2,10.6,6.9,0.006,0.9730000000000001,0.021,0.0,21.8,1.549999999999999,0.7,15.8,0.0,4.8,1.5,0.0,6.3,1.5,0.0,1.7,4.0,0.0,1.6,2.4,0.0,1.1,2.1,0.0,0.7,0.4,0.0,3.0,0.0,0.0,1.7,0.0,0.0,4.5
218,19.2,0.468979458522562,0.538,0.006,0.45599999999999996,13.2,9.3,7.2,0.007000000000000001,0.9720000000000001,0.021,0.0,22.5,1.549999999999999,0.6,15.1,0.0,5.2,1.6,0.0,4.5,1.7,0.0,1.2,4.0,0.0,1.3,2.0,0.0,1.5,2.6,0.0,0.9,0.5,0.0,2.2,0.0,0.0,1.8,0.2,0.0,4.5
219,20.0,0.47752464887726287,0.544,0.007000000000000001,0.449,13.8,8.5,7.0,0.009,0.97,0.021,0.2,23.1,1.549999999999999,0.4,14.6,0.0,4.7,1.7,0.0,5.0,1.5,0.0,1.8,4.7,0.0,0.9,1.8,0.0,1.7,2.0,0.0,1.1,0.8,0.0,2.9,0.1,0.0,1.3,0.2,0.0,4.5
220,18.8,0.5434411411300575,0.5509999999999999,0.008,0.441,14.0,7.0,6.1,0.011,0.968,0.021,0.1,23.3,2.0,0.4,14.1,0.0,4.1,2.0,0.0,4.9,1.6,0.0,1.3,4.3,0.0,1.5,2.1,0.0,1.6,1.5,0.0,1.2,0.7,0.0,1.9,0.1,0.0,1.8,0.1,0.0,4.5
221,20.2,0.5320274112028235,0.5429999999999999,0.011,0.446,14.3,7.9,4.9,0.011,0.967,0.022,0.1,22.9,2.549999999999999,0.5,14.4,0.0,5.1,2.0,0.0,5.0,2.1,0.0,1.6,4.7,0.0,1.1,2.2,0.0,1.3,1.9,0.0,0.7,0.4,0.0,2.8,0.2,0.0,2.0,0.0,0.0,4.5
222,20.2,0.5008161088424246,0.55,0.011,0.43900000000000006,13.4,9.1,5.5,0.011,0.962,0.027000000000000003,0.1,22.8,2.549999999999999,1.0,13.8,0.0,4.3,1.9,0.0,5.2,1.5,0.0,2.0,5.1,0.0,1.3,2.5,0.0,1.3,2.0,0.0,0.5,0.5,0.0,2.7,0.0,0.0,1.8,0.0,0.0,4.5
223,18.0,0.5359170953567506,0.5439999999999999,0.01,0.446,13.9,8.2,4.9,0.01,0.9570000000000001,0.033,0.0,23.0,2.549999999999999,0.2,13.3,0.0,4.6,1.6,0.0,4.0,2.1,0.0,1.8,4.7,0.0,1.2,2.7,0.0,0.8,2.0,0.0,1.0,0.6,0.0,2.1,0.0,0.0,2.3,0.0,0.0,4.5
224,18.0,0.41843987416980166,0.53,0.009,0.461,11.0,8.8,6.3,0.011,0.954,0.034999999999999996,0.1,23.2,2.549999999999999,0.2,13.9,0.0,3.4,1.2,0.0,4.7,2.1,0.0,1.5,4.8,0.0,1.5,2.9,0.0,1.2,2.6,0.0,0.9,0.8,0.0,2.7,0.0,0.0,1.8,0.2,0.0,4.5
225,20.7,0.485744296859981,0.5269999999999999,0.01,0.46299999999999997,14.0,9.1,6.4,0.013000000000000001,0.9490000000000001,0.038,0.3,22.8,3.099999999999998,0.5,13.5,0.5499999999999989,4.2,1.1,0.0,5.0,3.6,0.0,1.8,5.5,0.0,1.5,3.1,0.0,1.0,2.8,0.0,1.5,0.4,0.0,2.2,0.4,0.0,2.7,0.1,0.0,4.5
226,20.1,0.42227811465311466,0.504,0.013000000000000001,0.483,11.5,10.2,7.5,0.016,0.938,0.046,0.0,23.1,3.649999999999997,0.5,12.9,0.5499999999999989,4.3,1.4,0.0,6.1,3.9,0.0,1.8,6.5,0.0,1.4,3.5,0.0,0.7,2.8,0.0,0.9,0.2,0.0,2.4,0.6,0.0,2.0,0.0,0.0,4.5
227,20.6,0.47048093430920757,0.504,0.016,0.48,14.2,8.8,7.7,0.019,0.9289999999999999,0.052000000000000005,0.0,23.3,3.649999999999997,0.4,12.7,0.5499999999999989,4.9,1.2,0.0,4.9,4.6,0.0,1.8,6.7,0.0,1.5,3.7,0.0,1.0,3.2,0.5499999999999989,0.7,0.3,0.0,3.4,0.3,0.0,2.0,0.1,0.0,4.5
228,16.8,0.4888923322794291,0.501,0.019,0.48,12.4,6.9,6.2,0.022,0.9199999999999999,0.057999999999999996,0.0,23.3,4.099999999999998,0.6,12.4,0.5499999999999989,4.2,0.4,0.0,3.3,6.1,0.0,1.5,6.4,0.0,1.2,3.4,0.0,1.3,2.4,1.0999999999999979,0.8,0.3,0.0,2.2,0.7,0.0,1.7,0.0,0.0,4.5
229,18.0,0.5746540675572933,0.51,0.018,0.472,14.4,6.1,4.3,0.027000000000000003,0.906,0.067,0.1,23.8,4.099999999999998,0.3,11.8,0.5499999999999989,4.6,0.2,0.0,4.9,7.3,0.0,0.6,6.0,0.0,1.7,3.3,0.0,0.7,2.3,1.0999999999999979,0.8,0.4,0.0,2.5,0.5,0.0,1.8,0.0,0.0,4.5
230,19.0,0.6078107078107078,0.513,0.020999999999999998,0.466,15.1,5.9,4.1,0.027000000000000003,0.905,0.068,0.3,23.8,4.199999999999996,1.0,12.0,0.5499999999999989,3.3,0.2,0.0,4.6,5.5,0.5499999999999989,1.5,7.2,0.0,1.7,3.0,0.0,0.5,2.8,1.6499999999999968,1.2,0.2,0.0,3.1,0.7,0.5499999999999989,1.8,0.2,0.0,4.5
231,19.6,0.5291319133764786,0.51,0.02,0.47000000000000003,13.3,7.9,4.3,0.024,0.908,0.06799999999999999,0.1,23.9,3.099999999999998,0.3,11.1,0.5499999999999989,3.3,1.0,0.0,5.4,4.7,0.5499999999999989,1.7,8.1,0.5499999999999989,1.1,2.9,0.0,1.4,3.7,1.6499999999999968,1.2,0.2,0.0,2.5,0.6,0.5499999999999989,2.6,0.1,0.0,4.5
232,18.2,0.5751909278877045,0.499,0.017,0.484,14.3,6.6,5.2,0.023,0.9,0.077,0.0,24.1,3.099999999999998,0.6,11.1,0.5499999999999989,4.3,1.1,0.0,4.7,3.9,0.5499999999999989,1.4,8.4,0.5499999999999989,1.4,3.4,0.0,0.9,3.9,1.6499999999999968,0.9,0.3,0.0,2.4,0.2,0.0,1.6,0.0,0.0,4.5
233,16.2,0.5470110608345903,0.481,0.016999999999999998,0.502,11.7,6.6,4.5,0.025,0.8960000000000001,0.079,0.0,23.9,2.549999999999999,0.4,11.0,0.5499999999999989,4.2,0.8,0.0,3.9,3.3,0.5499999999999989,1.5,8.6,1.0,1.1,4.0,0.0,0.4,4.1,1.6499999999999968,1.1,0.4,0.0,1.8,0.9,0.0,1.8,0.4,0.5499999999999989,4.5
234,16.7,0.5619095803315752,0.449,0.019,0.532,12.3,6.5,4.5,0.027000000000000003,0.8939999999999999,0.079,0.1,24.2,3.0,0.6,10.5,0.0,4.4,1.2,0.0,4.4,3.6,1.0,0.9,10.0,1.0,0.9,5.0,0.0,0.8,4.8,1.0999999999999979,0.8,0.6,0.0,2.2,0.8,0.0,1.6,0.7,0.5499999999999989,4.5
235,17.0,0.6261720089512666,0.437,0.016,0.5469999999999999,13.9,5.2,4.3,0.026000000000000002,0.89,0.08399999999999999,0.0,24.5,3.0,0.5,9.9,0.0,3.1,0.2,0.0,4.8,4.9,0.5499999999999989,1.9,10.6,0.5499999999999989,1.2,5.9,0.0,0.5,5.5,0.5499999999999989,0.5,1.2,0.5499999999999989,2.1,1.0,0.0,2.4,0.7,0.0,4.5
236,18.9,0.553037724394546,0.45099999999999996,0.018,0.531,13.2,7.3,3.6,0.028000000000000004,0.884,0.088,0.0,24.6,4.0,0.3,9.5,0.0,4.8,0.2,0.0,3.7,4.4,0.5499999999999989,1.6,10.4,0.5499999999999989,1.7,5.4,0.0,1.0,5.8,0.0,1.3,1.2,0.5499999999999989,2.3,0.8,0.5499999999999989,2.2,0.2,0.0,4.5
237,17.4,0.5802073285219739,0.449,0.018,0.533,14.3,5.8,4.4,0.027000000000000003,0.877,0.096,0.0,24.8,4.099999999999998,0.3,9.6,0.5499999999999989,3.8,0.0,0.0,4.4,4.6,0.0,1.7,10.3,1.0,1.5,5.5,0.0,0.7,6.0,0.0,1.3,0.8,0.0,1.8,1.2,0.0,1.9,0.2,0.0,4.5
238,17.6,0.5578134763786938,0.43600000000000005,0.015000000000000003,0.549,12.7,6.5,4.2,0.023,0.877,0.1,0.2,25.1,4.0,1.0,9.0,0.0,4.3,0.0,0.0,4.9,3.2,0.0,1.2,11.6,0.5499999999999989,0.9,5.6,0.0,0.9,6.2,0.0,0.7,0.8,0.0,2.3,1.0,0.0,1.2,0.4,0.5499999999999989,4.5
239,17.4,0.5815455612069389,0.422,0.013000000000000001,0.5650000000000001,13.4,5.2,5.3,0.023,0.8710000000000001,0.10600000000000001,0.2,24.9,3.549999999999999,0.3,8.2,0.0,4.5,0.0,0.0,4.6,3.1,0.0,0.9,11.9,0.5499999999999989,0.5,6.3,0.5499999999999989,0.9,6.6,0.0,1.4,1.2,0.0,2.1,1.9,0.5499999999999989,2.0,0.3,0.0,4.5
240,17.5,0.5461111111111111,0.42299999999999993,0.015,0.562,12.2,6.5,3.9,0.026000000000000002,0.866,0.10799999999999998,0.1,24.6,2.549999999999999,0.5,7.7,1.0,4.1,0.0,0.0,4.1,2.9,0.5499999999999989,1.9,13.1,0.5499999999999989,1.5,6.9,0.5499999999999989,0.5,6.5,0.0,1.2,1.0,0.0,1.6,2.2,0.5499999999999989,2.0,0.5,0.0,4.5
