t,num_new_requests,frac_requests_fulfilled,frac_traveling_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_low_battery_cars,frac_med_battery_cars,frac_high_battery_cars,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,num_trip_requests_6,num_cars_region_6,num_charging_cars_region_6,num_trip_requests_7,num_cars_region_7,num_charging_cars_region_7,num_trip_requests_8,num_cars_region_8,num_charging_cars_region_8,num_trip_requests_9,num_cars_region_9,num_charging_cars_region_9,trial
241,16.8,0.6423330417210873,0.43,0.016999999999999998,0.553,14.4,4.8,3.9,0.034999999999999996,0.8539999999999999,0.11099999999999999,0.0,24.5,2.549999999999999,0.5,6.9,1.549999999999999,4.7,0.1,0.0,3.8,3.7,0.5499999999999989,2.3,13.3,0.5499999999999989,1.9,6.0,1.0,0.6,6.5,0.0,0.6,1.0,0.0,1.4,2.3,0.5499999999999989,1.0,0.6,0.0,4.5
242,14.9,0.6225714648941194,0.42000000000000004,0.022,0.558,12.2,3.8,3.7,0.036,0.851,0.11299999999999999,0.1,24.3,2.549999999999999,1.0,6.7,1.549999999999999,2.6,0.0,0.0,5.1,4.4,0.5499999999999989,1.1,13.0,1.0999999999999979,1.5,5.9,1.0,1.1,6.3,0.0,0.5,1.1,0.5499999999999989,0.8,2.2,0.0,1.1,1.4,1.6499999999999968,4.5
243,16.8,0.5498136567893601,0.40199999999999997,0.024,0.5740000000000001,11.4,6.3,2.8,0.036,0.8480000000000001,0.11599999999999999,0.0,24.0,2.549999999999999,0.5,6.2,1.549999999999999,4.7,0.3,0.0,4.0,4.3,0.5499999999999989,1.4,14.3,1.549999999999999,1.7,6.0,1.549999999999999,0.7,5.9,0.0,0.8,1.2,0.0,1.3,2.7,0.5499999999999989,1.7,1.7,1.6499999999999968,4.5
244,16.7,0.5669857880456257,0.394,0.020999999999999998,0.585,12.8,5.8,4.2,0.031,0.8470000000000001,0.122,0.0,24.1,2.549999999999999,0.7,6.0,1.0,4.4,0.0,0.0,4.9,5.1,0.5499999999999989,1.2,15.2,1.0,0.9,5.8,1.549999999999999,1.1,5.7,0.0,1.3,1.4,0.0,1.0,3.0,0.5499999999999989,1.2,2.2,0.5499999999999989,4.5
245,17.6,0.5985817851738904,0.387,0.019,0.5940000000000001,13.8,5.9,3.6,0.032,0.843,0.125,0.1,24.4,2.0,1.1,5.5,0.5499999999999989,4.7,0.0,0.0,3.8,4.3,0.5499999999999989,0.9,17.5,1.0,1.6,6.9,1.549999999999999,1.2,5.4,0.5499999999999989,0.8,0.4,0.0,1.5,3.2,0.0,1.9,2.4,0.5499999999999989,4.5
246,17.7,0.5962497985885082,0.399,0.017,0.584,13.7,5.6,4.1,0.03,0.8480000000000001,0.122,0.0,23.8,1.0,0.9,4.9,0.5499999999999989,4.6,0.0,0.0,4.6,3.4,0.5499999999999989,2.2,18.5,0.5499999999999989,0.5,6.8,2.099999999999998,0.7,5.0,1.0,0.9,0.4,0.0,1.9,3.7,0.0,1.4,1.9,0.5499999999999989,4.5
247,16.4,0.636410461313712,0.39299999999999996,0.013000000000000001,0.594,13.3,5.3,3.4,0.027000000000000003,0.852,0.121,0.3,23.5,1.0,0.4,4.0,0.0,4.7,0.0,0.0,4.0,2.8,0.5499999999999989,1.7,18.6,1.0,0.9,7.7,1.549999999999999,0.7,5.0,0.5499999999999989,0.6,0.8,0.0,1.9,3.2,0.0,1.2,2.1,0.0,4.5
248,19.4,0.5440258820699997,0.395,0.019,0.586,12.7,7.6,4.2,0.032,0.8460000000000001,0.122,0.0,23.1,1.549999999999999,0.4,3.8,0.0,4.9,0.0,0.0,5.9,3.0,1.0,1.5,18.7,1.0,0.8,8.7,2.0,0.8,5.3,1.0,0.8,1.0,0.0,2.3,2.8,0.5499999999999989,2.0,2.4,0.5499999999999989,4.5
249,16.6,0.567040044790174,0.389,0.020999999999999998,0.5900000000000001,13.1,5.6,5.4,0.028000000000000004,0.851,0.121,0.1,23.2,1.549999999999999,0.4,3.4,0.0,3.4,0.0,0.0,4.7,1.5,0.0,1.5,18.2,2.0,1.1,10.1,2.0,1.0,5.3,1.0,1.2,0.9,0.5499999999999989,1.1,2.9,0.5499999999999989,2.1,2.8,0.0,4.5
250,15.2,0.5681909902962534,0.362,0.017,0.621,11.4,5.4,3.9,0.025,0.8550000000000001,0.12000000000000002,0.2,23.1,1.549999999999999,0.5,3.2,0.0,4.2,0.0,0.0,3.5,2.0,0.0,1.5,19.0,2.549999999999999,0.8,10.5,1.0999999999999979,1.0,5.2,0.5499999999999989,0.7,0.8,0.5499999999999989,1.6,3.5,0.5499999999999989,1.2,2.4,0.0,4.5
251,16.4,0.5281483860342556,0.361,0.016,0.623,11.9,6.0,3.9,0.024,0.8560000000000001,0.12000000000000002,0.0,23.0,2.0,0.6,3.1,0.0,4.4,0.0,0.0,3.5,1.9,0.5499999999999989,2.1,19.6,1.549999999999999,1.5,11.8,1.0999999999999979,0.3,5.2,0.5499999999999989,0.9,1.1,0.0,1.4,3.3,0.5499999999999989,1.7,2.5,0.5499999999999989,4.5
252,15.5,0.5152659637522721,0.351,0.016,0.633,10.7,6.1,4.2,0.024,0.852,0.124,0.0,22.9,1.549999999999999,0.4,2.7,0.0,4.4,0.0,0.0,4.1,1.8,0.0,1.9,19.7,1.549999999999999,1.7,11.5,1.549999999999999,0.4,5.7,0.5499999999999989,0.4,1.1,0.0,1.5,4.1,1.0,0.7,1.8,0.5499999999999989,4.5
253,16.9,0.48921849110997184,0.348,0.013000000000000001,0.639,11.3,6.9,4.7,0.02,0.8550000000000001,0.125,0.3,22.6,1.549999999999999,0.9,2.6,0.0,5.1,0.0,0.0,4.1,2.1,0.0,1.3,20.1,1.0,1.8,11.1,1.0,0.7,6.3,0.5499999999999989,0.7,1.3,0.0,1.5,4.6,1.0,0.5,1.9,0.5499999999999989,4.5
254,13.9,0.5785192000981475,0.339,0.011,0.65,11.8,3.9,4.8,0.019,0.859,0.12200000000000003,0.1,21.8,1.0,0.3,2.3,0.0,3.0,0.0,0.0,3.7,2.4,0.0,1.8,20.6,1.0,0.8,11.1,1.0,0.6,6.5,0.5499999999999989,0.5,1.4,0.0,1.7,4.4,1.0,1.4,2.1,0.0,4.5
255,15.0,0.5833521586772361,0.341,0.012,0.647,10.8,4.8,2.9,0.017,0.865,0.11800000000000002,0.1,21.6,1.0,0.1,2.2,0.0,4.1,0.0,0.0,3.6,2.6,0.0,2.6,20.6,0.5499999999999989,1.4,11.5,0.5499999999999989,0.6,6.7,0.5499999999999989,0.5,1.5,0.0,1.0,4.1,2.099999999999998,1.0,2.1,0.5499999999999989,4.5
256,15.7,0.5912627776825226,0.335,0.009,0.656,11.5,5.3,3.5,0.016,0.8710000000000001,0.11300000000000002,0.0,21.4,1.0,0.5,2.2,0.0,4.4,0.0,0.0,3.7,3.5,0.0,2.4,18.7,0.5499999999999989,0.5,12.0,0.5499999999999989,0.5,7.5,0.0,0.9,1.5,0.0,0.9,4.7,1.6499999999999968,1.9,2.6,0.0,4.5
257,15.7,0.5723927345537757,0.33799999999999997,0.009,0.6529999999999999,11.8,5.2,3.7,0.018,0.875,0.10700000000000001,0.2,21.1,1.0,0.7,1.9,0.5499999999999989,4.5,0.0,0.0,3.1,3.9,0.0,1.7,17.9,0.5499999999999989,1.5,12.6,0.5499999999999989,0.7,7.4,0.0,0.4,1.3,0.0,1.4,5.0,1.0999999999999979,1.5,2.7,0.5499999999999989,4.5
258,15.3,0.4949005847953217,0.329,0.008,0.663,10.0,6.5,3.9,0.018,0.876,0.10600000000000001,0.2,20.7,1.0,0.6,1.5,0.5499999999999989,4.5,0.0,0.0,4.0,4.5,0.0,1.5,17.8,0.0,1.1,12.9,0.0,0.2,7.2,0.5499999999999989,0.8,1.3,0.0,1.2,5.4,0.5499999999999989,1.2,2.5,1.0,4.5
259,16.8,0.522880098275283,0.34199999999999997,0.006,0.652,11.9,6.3,5.0,0.014000000000000002,0.882,0.10400000000000001,0.0,20.5,0.5499999999999989,0.3,1.2,0.5499999999999989,4.8,0.0,0.0,3.7,4.0,0.0,2.4,17.9,0.0,1.4,13.0,0.5499999999999989,1.1,7.7,1.0,0.6,1.7,0.0,1.3,5.5,0.0,1.2,2.4,0.5499999999999989,4.5
260,14.7,0.5846887071439502,0.33599999999999997,0.007000000000000001,0.657,11.8,4.2,4.8,0.018,0.8789999999999999,0.10300000000000001,0.0,20.1,0.5499999999999989,0.6,1.2,0.5499999999999989,3.0,0.0,0.0,3.8,3.8,0.0,1.8,17.8,0.0,1.8,12.9,1.0,0.5,7.9,1.0,0.9,1.8,0.0,1.2,6.4,0.0,1.1,2.5,0.5499999999999989,4.5
261,16.3,0.6644187307186364,0.344,0.009,0.647,13.2,4.1,3.1,0.022,0.877,0.101,0.1,20.0,0.5499999999999989,0.5,0.8,0.5499999999999989,4.6,0.0,0.0,4.2,4.2,0.5499999999999989,2.0,17.4,0.5499999999999989,1.2,12.8,1.0,1.2,8.0,0.5499999999999989,0.5,1.4,0.0,0.8,6.4,0.5499999999999989,1.2,2.4,0.5499999999999989,4.5
262,15.1,0.6146607972923762,0.359,0.012,0.629,11.2,4.7,3.3,0.020999999999999998,0.882,0.097,0.1,19.4,0.0,0.5,0.7,0.5499999999999989,3.6,0.1,0.0,4.2,3.5,0.5499999999999989,2.1,17.0,1.0,0.7,12.9,1.0,0.4,7.2,0.5499999999999989,0.8,1.6,0.0,1.8,6.6,1.0,0.9,2.9,1.0,4.5
263,15.7,0.5510733564680933,0.34500000000000003,0.013000000000000001,0.642,11.0,5.4,3.9,0.025,0.882,0.093,0.1,19.1,0.0,0.9,0.8,0.0,3.7,0.1,0.0,4.1,3.5,1.549999999999999,1.8,16.3,1.549999999999999,0.8,13.2,0.5499999999999989,0.9,7.8,0.5499999999999989,0.8,1.5,0.0,1.4,7.2,1.0,1.2,3.3,1.0,4.5
264,12.8,0.4854122013177741,0.302,0.019,0.679,8.5,5.1,4.3,0.027000000000000003,0.882,0.091,0.1,18.7,0.0,0.7,0.5,0.0,4.1,0.0,0.0,2.5,4.2,1.549999999999999,2.4,15.9,1.549999999999999,1.1,14.0,0.0,0.4,7.6,1.0,0.6,1.4,0.0,0.5,8.0,2.649999999999997,0.4,4.9,1.0,4.5
265,14.6,0.6267887571365833,0.309,0.013000000000000001,0.678,12.0,3.9,3.7,0.019,0.893,0.088,0.0,18.2,0.0,0.2,0.5,0.0,2.9,0.0,0.0,4.1,5.0,1.0,2.7,15.1,0.0,1.2,14.5,0.0,0.7,7.6,1.0,0.9,1.9,0.0,1.0,8.7,3.099999999999998,0.9,5.6,0.5499999999999989,4.5
266,14.7,0.6300574640357922,0.325,0.01,0.665,11.2,4.4,2.6,0.019,0.8949999999999999,0.086,0.0,18.0,0.5499999999999989,0.3,0.5,0.0,3.5,0.2,0.0,4.1,4.1,0.5499999999999989,2.0,13.5,0.0,1.3,14.9,1.0999999999999979,1.0,7.9,0.5499999999999989,0.3,1.7,0.0,1.5,8.7,2.099999999999998,0.7,5.8,0.5499999999999989,4.5
267,15.0,0.5159058705941147,0.321,0.017,0.662,9.8,5.9,3.5,0.020999999999999998,0.8939999999999999,0.08499999999999999,0.0,17.7,0.5499999999999989,0.6,0.5,0.0,4.0,0.2,0.0,3.5,4.2,1.0,2.1,12.8,0.0,1.3,14.7,1.549999999999999,0.3,7.9,1.549999999999999,0.7,2.1,0.5499999999999989,1.2,8.2,3.1999999999999957,1.3,6.5,0.5499999999999989,4.5
268,17.4,0.5466714128783094,0.31,0.012,0.678,12.6,6.6,3.8,0.016,0.9039999999999999,0.08,0.3,17.5,0.5499999999999989,1.0,0.2,0.0,5.1,0.0,0.0,5.1,6.0,0.5499999999999989,1.7,12.0,0.0,1.2,15.1,1.549999999999999,0.9,8.3,1.0,0.5,2.3,0.0,0.7,8.8,2.099999999999998,0.9,6.9,0.5499999999999989,4.5
269,14.7,0.529088769174918,0.315,0.013000000000000001,0.6719999999999999,11.1,4.8,5.2,0.019,0.9,0.081,0.0,16.9,0.5499999999999989,0.4,0.0,0.0,4.2,0.0,0.0,3.4,4.7,0.5499999999999989,2.3,11.9,0.0,1.6,15.8,1.549999999999999,0.2,8.0,1.0,0.6,2.2,0.0,1.1,9.6,1.0999999999999979,0.9,6.8,1.549999999999999,4.5
270,14.6,0.5951721611721612,0.33399999999999996,0.009,0.657,10.9,5.0,3.3,0.015,0.906,0.079,0.1,16.6,0.5499999999999989,0.6,0.0,0.0,2.9,0.0,0.0,2.9,3.9,0.5499999999999989,1.5,10.7,0.0,1.5,15.5,0.5499999999999989,1.1,8.4,0.5499999999999989,1.1,2.6,0.0,1.7,9.6,0.0,1.2,6.8,1.549999999999999,4.5
271,14.2,0.710860929351978,0.33399999999999996,0.006,0.6599999999999999,12.8,3.0,3.1,0.013000000000000001,0.9099999999999999,0.077,0.4,16.3,0.5499999999999989,0.5,0.0,0.0,3.3,0.0,0.0,3.4,4.3,0.5499999999999989,2.1,10.3,0.0,1.2,15.3,0.0,0.3,7.9,0.0,0.5,2.9,0.0,1.1,9.6,0.0,1.4,7.5,1.549999999999999,4.5
272,12.2,0.606698155645524,0.316,0.008,0.6759999999999999,9.2,3.6,2.3,0.013000000000000001,0.9109999999999999,0.076,0.0,15.8,0.5499999999999989,0.4,0.0,0.0,3.1,0.3,0.0,3.4,4.1,1.0,1.5,9.8,0.5499999999999989,0.6,15.1,1.0,0.3,8.4,0.0,1.0,3.0,0.0,1.3,10.3,0.5499999999999989,0.6,8.4,0.5499999999999989,4.5
273,14.9,0.6189020754500631,0.313,0.01,0.6769999999999999,11.3,4.0,3.1,0.013000000000000001,0.9109999999999999,0.076,0.3,15.3,0.5499999999999989,0.6,0.0,0.0,3.0,0.1,0.0,3.8,4.3,1.0,1.9,10.3,0.5499999999999989,1.7,15.7,1.0,0.9,8.8,1.0999999999999979,0.2,3.2,0.0,1.4,11.1,1.0,1.1,8.6,0.0,4.5
274,13.7,0.616667450196862,0.308,0.008,0.6839999999999999,10.7,3.8,3.1,0.015,0.909,0.07599999999999998,0.3,14.5,0.5499999999999989,0.2,0.0,0.0,3.1,0.0,0.0,2.8,5.5,0.5499999999999989,1.9,9.9,0.5499999999999989,1.2,15.0,0.5499999999999989,0.8,8.8,1.0999999999999979,0.6,3.6,0.0,1.5,11.5,1.0,1.3,8.6,0.0,4.5
275,15.9,0.5494347475560291,0.294,0.011,0.6950000000000001,10.9,5.6,3.0,0.013000000000000001,0.9129999999999999,0.074,0.2,13.9,0.5499999999999989,0.8,0.0,0.0,4.3,0.0,0.0,3.1,5.2,1.0,2.7,9.3,0.0,0.5,16.0,1.549999999999999,0.9,8.5,1.0999999999999979,0.9,4.1,0.0,1.7,11.6,1.549999999999999,0.8,9.4,0.0,4.5
276,10.6,0.4730664897537962,0.281,0.012,0.7070000000000001,7.7,4.0,4.3,0.013000000000000001,0.913,0.074,0.0,13.5,0.5499999999999989,1.5,0.0,0.0,1.6,0.0,0.0,2.8,5.4,1.0,1.3,8.3,0.0,0.8,16.2,1.549999999999999,0.4,8.3,1.0999999999999979,0.8,3.9,0.0,0.7,11.9,1.549999999999999,0.7,10.0,0.5499999999999989,4.5
277,10.4,0.5576712614870509,0.26,0.008,0.732,7.7,3.5,2.7,0.009,0.917,0.074,0.0,13.4,0.5499999999999989,1.1,0.0,0.0,2.3,0.0,0.0,2.5,5.5,0.5499999999999989,0.9,8.4,0.0,1.2,17.2,1.549999999999999,0.3,8.9,0.5499999999999989,0.4,3.7,0.0,0.9,12.7,0.5499999999999989,0.8,10.1,0.5499999999999989,4.5
278,10.7,0.6029283805289998,0.248,0.006,0.746,8.9,2.5,2.5,0.007000000000000001,0.9199999999999999,0.073,0.2,13.3,0.5499999999999989,0.5,0.0,0.0,2.8,0.2,0.0,2.2,6.0,0.0,1.5,8.6,0.0,1.2,17.4,1.0999999999999979,0.9,9.2,0.5499999999999989,0.5,3.8,0.0,0.5,13.1,0.5499999999999989,0.4,10.3,0.5499999999999989,4.5
279,12.4,0.6447585747585747,0.253,0.004,0.743,9.2,3.5,2.1,0.006,0.922,0.072,0.0,13.0,0.5499999999999989,0.8,0.0,0.0,2.7,0.0,0.0,2.8,5.5,0.0,1.1,8.2,0.0,1.2,17.7,0.0,0.8,8.7,0.5499999999999989,0.5,3.7,0.0,0.9,14.8,0.5499999999999989,1.6,10.4,0.5499999999999989,4.5
280,10.2,0.622987012987013,0.24700000000000003,0.005,0.748,8.1,3.2,2.2,0.007000000000000001,0.9209999999999999,0.072,0.2,12.7,0.5499999999999989,1.2,0.0,0.0,1.8,0.1,0.0,2.4,5.4,0.5499999999999989,1.3,8.3,0.0,1.1,17.6,0.0,0.4,8.5,0.5499999999999989,0.6,3.8,0.5499999999999989,0.9,14.9,0.0,0.3,9.9,0.5499999999999989,4.5
281,7.8,0.6333585858585858,0.221,0.005,0.774,6.5,1.7,2.6,0.007000000000000001,0.9219999999999999,0.071,0.1,12.4,0.5499999999999989,0.2,0.1,0.0,1.4,0.0,0.0,1.4,5.8,0.5499999999999989,1.5,8.1,0.0,0.7,17.9,0.0,0.5,8.4,0.0,0.2,4.0,0.5499999999999989,1.3,15.8,0.5499999999999989,0.5,10.4,0.5499999999999989,4.5
282,9.3,0.6923938561438561,0.21000000000000002,0.004,0.786,7.3,2.6,0.9,0.006999999999999999,0.9219999999999999,0.071,0.0,11.8,0.0,0.1,0.1,0.0,2.5,0.0,0.0,2.0,7.1,0.0,1.6,7.7,0.0,0.7,18.5,0.0,0.4,8.6,0.0,0.4,4.6,0.5499999999999989,1.0,15.9,1.0,0.6,10.5,0.5499999999999989,4.5
283,9.9,0.6551906916612799,0.20800000000000002,0.004,0.788,8.0,2.2,2.1,0.006,0.9259999999999999,0.068,0.1,11.7,0.0,0.4,0.0,0.0,1.9,0.1,0.0,2.0,7.3,0.0,1.7,7.0,0.0,1.3,19.0,0.0,0.4,8.8,0.0,0.4,4.8,0.0,1.0,16.2,1.549999999999999,0.7,11.0,0.5499999999999989,4.5
284,11.0,0.6113683048977167,0.22400000000000003,0.005,0.771,7.8,3.4,1.9,0.008,0.924,0.068,0.3,11.5,0.0,0.8,0.0,0.0,2.1,0.2,0.0,1.9,6.7,0.0,1.9,6.4,0.0,0.7,19.0,0.0,0.7,9.1,0.5499999999999989,0.7,4.7,0.0,0.7,15.7,1.549999999999999,1.2,11.3,0.5499999999999989,4.5
285,10.7,0.5985708151497625,0.22200000000000003,0.008,0.77,8.2,3.1,2.5,0.011,0.922,0.067,0.3,11.2,0.5499999999999989,0.3,0.0,0.0,2.0,0.3,0.0,2.5,7.5,0.0,1.2,5.8,0.0,1.1,19.6,0.5499999999999989,0.8,8.8,0.5499999999999989,0.7,4.6,0.0,1.1,15.8,1.549999999999999,0.7,11.1,0.5499999999999989,4.5
286,11.0,0.5603905962458594,0.21800000000000003,0.011,0.771,7.5,3.9,2.6,0.015,0.917,0.06799999999999999,0.3,11.2,0.5499999999999989,0.8,0.0,0.0,2.0,0.4,0.0,2.0,6.9,0.5499999999999989,2.1,5.5,0.5499999999999989,0.8,20.0,1.0999999999999979,0.6,8.5,0.5499999999999989,0.7,4.1,0.0,0.6,16.4,1.549999999999999,1.1,11.5,0.5499999999999989,4.5
287,9.8,0.5184095795508838,0.215,0.012,0.773,7.0,3.1,3.5,0.016,0.915,0.06899999999999999,0.3,10.8,0.5499999999999989,1.2,0.0,0.0,2.1,0.3,0.0,2.1,6.8,0.5499999999999989,1.1,5.1,0.5499999999999989,0.5,20.6,1.0999999999999979,0.2,8.6,0.0,0.6,4.0,0.0,1.1,16.8,1.549999999999999,0.6,11.2,1.0999999999999979,4.5
